id,last_name,marital_status,gender,annual_income, industry ,zip_code,age_at_issue,member_type,add_members,annual_fee,payment_type,status,start_month,start_day,start_year,end_month,end_day,end_year
A01144,Wade,Married,M,60143,Consumer Discretionary,80236,29,Silver,1,7000,ANNUAL,CANCELLED,12,29,2008,2,26,2010
A01075,Harrison,Married,M,101361,Energy,80236,47,Gold,1,9000,ANNUAL,CANCELLED,12,22,2008,2,20,2010
A05318,Powers,Married,M,85314,Utilities,80207,38,Platinum,2,15000,ANNUAL,CANCELLED,1,31,2011,2,27,2012
A05061,Ortiz,Married,M,99414,Real Estate,80207,37,Gold,1,9000,ANNUAL,CANCELLED,1,18,2011,2,17,2012
A05194,Sharp,Married,M,52129,Utilities,80209,36,Gold,3,9000,ANNUAL,CANCELLED,12,31,2010,1,27,2012
A07643,Walters,Married,M,107046,Consumer Staples,80236,27,Gold,2,9000,SEMI-ANNUAL,CANCELLED,12,10,2012,7,8,2013
A06157,Manning,Married,F,109802,Consumer Discretionary,80236,37,Platinum,1,15000,MONTHLY,CANCELLED,11,30,2011,3,29,2013
A05188,Daniel,Married,M,39664,Energy,80209,41,Silver,2,7000,ANNUAL,CANCELLED,12,31,2010,1,27,2012
A02646,Freeman,Married,M,64528,Materials,80209,44,Silver,3,7000,ANNUAL,CANCELLED,12,31,2009,2,26,2012
A00882,Atkins,Married,M,99491,Real Estate,80236,49,Bronze,1,5000,ANNUAL,CANCELLED,11,10,2008,1,9,2010
A07497,Goodman,Married,M,93054,Real Estate,80236,47,Silver,2,7000,MONTHLY,CANCELLED,10,31,2012,2,26,2013
A02593,Gutierrez,Married,F,46018,Health Care,80209,51,Bronze,1,5000,ANNUAL,CANCELLED,12,31,2009,2,26,2012
A06242,Lambert,Married,M,57546,Consumer Discretionary,80209,45,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,12,30,2011,8,27,2012
A04939,Watkins,Single,F,75853,Unclassified,80209,60,Bronze,0,5000,ANNUAL,CANCELLED,11,23,2010,1,22,2012
A06049,Stevenson,Married,M,84943,Telecommunication Services,80209,39,Silver,3,7000,ANNUAL,CANCELLED,10,28,2011,12,27,2012
A05994,Howard,Married,M,43530,Financials,80209,50,Silver,3,7000,ANNUAL,CANCELLED,10,17,2011,12,14,2012
A02203,Joseph,Married,M,74815,Telecommunication Services,80236,40,Bronze,1,5000,SEMI-ANNUAL,CANCELLED,10,23,2009,6,22,2010
A05959,McGuire,Married,F,47264,Telecommunication Services,80209,41,Gold,3,9000,ANNUAL,CANCELLED,9,30,2011,11,27,2012
A04440,Perry,Married,M,92734,Energy,80209,59,Platinum,2,15000,ANNUAL,CANCELLED,8,19,2010,10,18,2012
A00813,Sparks,Married,M,75869,Industrials,80236,27,Gold,2,9000,ANNUAL,CANCELLED,9,29,2008,11,27,2009
A04332,Greene,Married,M,77697,Real Estate,80209,44,Platinum,3,15000,ANNUAL,CANCELLED,7,30,2010,9,26,2012
A00749,Atkins,Married,M,60338,Consumer Discretionary,80236,54,Silver,1,7000,ANNUAL,CANCELLED,9,26,2008,11,27,2009
A04262,Stephens,Married,F,64934,Information Technology,80209,60,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,7,26,2010,3,24,2012
A07073,Weaver,Widowed,F,94687,Consumer Staples,80209,49,Silver,0,7000,MONTHLY,CANCELLED,6,29,2012,11,27,2012
A05757,Howell,Married,M,109863,Consumer Discretionary,80209,25,Platinum,3,15000,ANNUAL,CANCELLED,5,31,2011,7,27,2012
A03553,Estrada,Married,M,105270,Industrials,80209,51,Bronze,1,5000,ANNUAL,CANCELLED,3,31,2010,5,27,2012
A06756,Collier,Married,M,95830,Materials,80209,34,Silver,3,7000,SEMI-ANNUAL,CANCELLED,3,30,2012,10,28,2012
A00734,Moody,Married,F,105299,Utilities,80236,37,Bronze,2,5000,MONTHLY,CANCELLED,8,29,2008,12,27,2008
A07324,Washington,Married,M,104713,Consumer Discretionary,80236,36,Platinum,2,15000,SEMI-ANNUAL,CANCELLED,8,27,2012,3,27,2013
A00683,Holmes,Married,M,118714,Materials,80236,38,Bronze,2,5000,SEMI-ANNUAL,CANCELLED,8,22,2008,4,23,2009
A03412,Perez,Married,M,68022,Utilities,80209,40,Bronze,1,5000,ANNUAL,CANCELLED,3,26,2010,5,25,2012
A00649,McGee,Married,M,39497,Telecommunication Services,80236,29,Gold,3,9000,MONTHLY,CANCELLED,8,13,2008,12,12,2008
A05573,Miller,Married,M,81554,Information Technology,80209,43,Platinum,3,15000,ANNUAL,CANCELLED,3,25,2011,5,24,2012
A03251,Joseph,Single,F,42014,Consumer Discretionary,80209,19,Platinum,0,15000,ANNUAL,CANCELLED,3,17,2010,5,16,2012
A09287,Watson,Married,M,113322,Information Technology,80236,43,Bronze,3,5000,MONTHLY,CANCELLED,7,11,2013,9,26,2013
A07118,Ortega,Married,M,65597,Unclassified,80236,33,Silver,3,7000,ANNUAL,CANCELLED,6,29,2012,7,28,2013
A05408,Owens,Married,F,112213,Materials,80209,42,Gold,1,9000,ANNUAL,CANCELLED,2,18,2011,4,18,2012
A05270,Evans,Married,F,51235,Consumer Staples,80209,49,Platinum,1,15000,ANNUAL,CANCELLED,1,31,2011,2,27,2012
A05105,Hart,Single,F,111234,Consumer Discretionary,80210,60,Bronze,0,5000,ANNUAL,CANCELLED,12,20,2010,2,18,2012
A07060,George,Married,M,107301,Financials,80236,60,Silver,2,7000,ANNUAL,CANCELLED,6,22,2012,8,21,2013
A07054,Rodriguez,Married,M,76994,Information Technology,80236,49,Bronze,1,5000,ANNUAL,CANCELLED,6,14,2012,7,14,2013
A06138,Austin,Married,F,85937,Health Care,80210,53,Silver,2,7000,MONTHLY,CANCELLED,11,30,2011,8,27,2012
A01705,Hubbard,Married,M,113248,Consumer Staples,80236,36,Silver,1,7000,ANNUAL,CANCELLED,5,26,2009,7,24,2010
A05030,Murray,Married,F,73937,Energy,80210,39,Silver,3,7000,ANNUAL,CANCELLED,11,26,2010,1,25,2012
A06070,Snyder,Married,M,113383,Energy,80210,42,Gold,1,9000,ANNUAL,CANCELLED,10,31,2011,12,27,2012
A03925,Roberson,Married,M,76378,Materials,80236,39,Bronze,2,5000,MONTHLY,CANCELLED,5,20,2010,9,18,2010
A06044,Myers,Married,M,59066,Consumer Discretionary,80210,45,Silver,3,7000,MONTHLY,CANCELLED,10,31,2011,1,9,2012
A01635,Greene,Married,M,49661,Utilities,80236,59,Silver,2,7000,ANNUAL,CANCELLED,4,21,2009,6,19,2010
A06910,Lyons,Married,M,79565,Consumer Discretionary,80236,47,Silver,1,7000,ANNUAL,CANCELLED,4,18,2012,5,18,2013
A05930,Sparks,Married,M,75921,Information Technology,80210,49,Platinum,3,15000,ANNUAL,CANCELLED,9,27,2011,10,27,2012
A07345,Stokes,Single,M,82995,Energy,80210,30,Platinum,0,15000,MONTHLY,CANCELLED,8,31,2012,12,27,2012
A04636,Holland,Married,M,62793,Industrials,80210,47,Gold,1,9000,QUARTERLY,CANCELLED,8,31,2010,10,27,2012
A00409,Henderson,Married,M,50164,Financials,80236,37,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,4,11,2008,11,27,2008
A08740,Holland,Married,M,112788,Telecommunication Services,80236,33,Platinum,2,15000,MONTHLY,CANCELLED,3,31,2013,7,13,2013
A04204,Peters,Married,M,57029,Industrials,80210,55,Silver,2,7000,SEMI-ANNUAL,CANCELLED,7,26,2010,9,24,2012
A05769,Yates,Married,M,45057,Materials,80210,61,Bronze,2,5000,SEMI-ANNUAL,CANCELLED,6,27,2011,2,25,2012
A05756,Webb,Single,F,66844,Materials,80210,21,Bronze,0,5000,ANNUAL,CANCELLED,5,24,2011,7,23,2012
A05741,Higgins,Married,F,102565,Energy,80210,62,Gold,3,9000,ANNUAL,CANCELLED,4,29,2011,5,28,2012
A05524,Yates,Married,F,64909,Industrials,80210,49,Gold,3,9000,ANNUAL,CANCELLED,3,31,2011,5,27,2012
A01575,Evans,Married,M,105230,Utilities,80236,51,Bronze,3,5000,QUARTERLY,CANCELLED,3,31,2009,11,27,2009
A00431,Moreno,Single,M,92368,Materials,80236,29,Silver,0,7000,MONTHLY,CANCELLED,3,31,2008,9,26,2008
A06908,Mendez,Single,F,44526,Real Estate,80236,20,Bronze,0,5000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06690,Gomez,Married,M,107549,Financials,80236,33,Silver,3,7000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06913,Nash,Married,M,90054,Health Care,80236,36,Gold,1,9000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06849,Willis,Married,M,71144,Energy,80236,38,Silver,3,7000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06704,Chapman,Married,M,35146,Financials,80236,38,Silver,2,7000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06907,Moran,Married,M,98598,Energy,80236,59,Gold,3,9000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06871,McDonald,Married,M,76641,Telecommunication Services,80236,61,Bronze,3,5000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A06798,Walters,Single,M,52633,Real Estate,80236,22,Gold,0,9000,ANNUAL,CANCELLED,3,29,2012,5,27,2013
A05586,Garza,Single,F,63421,Financials,80210,29,Platinum,0,15000,ANNUAL,CANCELLED,3,25,2011,5,24,2012
A08607,Warner,Married,M,84032,Utilities,80236,51,Gold,3,9000,MONTHLY,CANCELLED,3,28,2013,8,12,2013
A03367,Bowman,Married,M,53956,Utilities,80236,39,Silver,3,7000,MONTHLY,CANCELLED,3,26,2010,7,25,2010
A01329,Daniel,Single,M,38030,Telecommunication Services,80236,24,Bronze,0,5000,ANNUAL,CANCELLED,3,23,2009,5,22,2010
A06680,Cunningham,Married,M,100797,Health Care,80236,61,Platinum,3,15000,ANNUAL,CANCELLED,3,21,2012,5,20,2013
A05494,Gardner,Married,M,116092,Utilities,80210,41,Platinum,1,15000,ANNUAL,CANCELLED,3,18,2011,5,17,2012
A06557,Abbott,Married,M,60048,Materials,80236,41,Platinum,2,15000,ANNUAL,CANCELLED,3,12,2012,5,7,2013
A05361,Roberson,Single,F,114286,Consumer Discretionary,80210,61,Bronze,0,5000,ANNUAL,CANCELLED,3,4,2011,5,3,2012
A03030,Johnson,Single,M,103050,Materials,80210,35,Bronze,0,5000,ANNUAL,CANCELLED,2,22,2010,4,22,2012
A05252,Wright,Married,F,77235,Financials,80210,40,Platinum,3,15000,ANNUAL,CANCELLED,1,17,2011,2,16,2012
A06547,Ellis,Married,M,50439,Real Estate,80236,36,Gold,1,9000,ANNUAL,CANCELLED,2,29,2012,4,29,2013
A06372,Collins,Married,F,107301,Health Care,80236,40,Silver,1,7000,ANNUAL,CANCELLED,2,28,2012,4,29,2013
A06209,Daniels,Married,F,35013,Energy,80210,48,Bronze,2,5000,SEMI-ANNUAL,CANCELLED,1,16,2012,9,14,2012
A06278,Harrison,Married,M,117427,Consumer Discretionary,80210,42,Gold,1,9000,SEMI-ANNUAL,CANCELLED,1,11,2012,9,9,2012
A01334,Harris,Married,M,100431,Unclassified,80236,37,Silver,2,7000,QUARTERLY,CANCELLED,2,26,2009,7,25,2009
A05097,Reed,Widowed,F,105105,Financials,80211,56,Silver,0,7000,ANNUAL,CANCELLED,12,28,2010,2,26,2012
A06156,Gonzales,Single,F,93615,Materials,80211,21,Gold,0,9000,MONTHLY,CANCELLED,11,30,2011,2,12,2012
A06416,Burke,Married,M,79344,Real Estate,80236,49,Platinum,1,15000,ANNUAL,CANCELLED,2,22,2012,4,23,2013
A06370,Sandoval,Married,F,65109,Utilities,80236,40,Gold,3,9000,ANNUAL,CANCELLED,2,21,2012,4,22,2013
A05313,Mason,Married,M,103526,Real Estate,80236,61,Bronze,1,5000,SEMI-ANNUAL,CANCELLED,2,21,2011,4,22,2013
A00241,Osborne,Single,M,107352,Unclassified,80236,34,Bronze,0,5000,QUARTERLY,CANCELLED,2,21,2008,7,20,2008
A05020,McCarthy,Married,M,105413,Utilities,80211,33,Silver,2,7000,ANNUAL,CANCELLED,11,26,2010,1,25,2012
A06071,Parks,Single,F,50499,Financials,80211,50,Gold,0,9000,ANNUAL,CANCELLED,10,31,2011,12,27,2012
A06012,Pierce,Single,M,44194,Materials,80211,19,Platinum,0,15000,ANNUAL,CANCELLED,9,30,2011,11,27,2012
A02815,Jenkins,Married,F,100784,Utilities,80236,28,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,1,28,2010,9,25,2010
A06305,Allison,Married,M,42876,Real Estate,80236,46,Gold,3,9000,ANNUAL,CANCELLED,1,24,2012,2,23,2013
A00150,Lucas,Single,M,117917,Telecommunication Services,80236,33,Platinum,0,15000,MONTHLY,CANCELLED,1,24,2008,5,23,2008
A05965,Weber,Married,M,48199,Utilities,80211,50,Bronze,3,5000,SEMI-ANNUAL,CANCELLED,9,26,2011,5,23,2012
A07289,Daniel,Married,M,72430,Industrials,80211,43,Gold,1,9000,MONTHLY,CANCELLED,8,16,2012,12,15,2012
A07251,Jackson,Married,M,71748,Financials,80211,34,Platinum,2,15000,MONTHLY,CANCELLED,7,31,2012,11,27,2012
A07010,Holloway,Single,M,71790,Consumer Discretionary,80211,51,Platinum,0,15000,SEMI-ANNUAL,CANCELLED,5,24,2012,12,24,2012
A05693,Webster,Married,M,43019,Information Technology,80211,43,Gold,1,9000,ANNUAL,CANCELLED,3,31,2011,5,27,2012
A01185,Lynch,Single,M,64074,Real Estate,80236,25,Silver,0,7000,MONTHLY,CANCELLED,1,2,2009,5,1,2009
A07683,Carpenter,Married,M,93379,Health Care,80237,26,Gold,2,9000,SEMI-ANNUAL,CANCELLED,12,31,2012,7,28,2013
A03583,Foster,Married,M,47699,Telecommunication Services,80211,39,Silver,2,7000,ANNUAL,CANCELLED,3,31,2010,5,27,2012
A00127,Webster,Single,M,110871,Utilities,80237,28,Platinum,0,15000,QUARTERLY,CANCELLED,12,31,2007,5,27,2008
A00103,Baker,Widowed,F,43978,Real Estate,80237,43,Gold,0,9000,ANNUAL,CANCELLED,12,31,2007,2,26,2009
A06200,Wallace,Married,M,39675,Materials,80237,39,Gold,3,9000,MONTHLY,CANCELLED,12,30,2011,7,27,2013
A06164,Tran,Married,M,94284,Telecommunication Services,80237,43,Gold,1,9000,ANNUAL,CANCELLED,12,30,2011,2,26,2013
A06786,Davidson,Married,M,81701,Health Care,80211,24,Bronze,1,5000,MONTHLY,CANCELLED,3,30,2012,11,27,2012
A05519,Hodges,Married,F,90367,Consumer Discretionary,80211,54,Gold,1,9000,ANNUAL,CANCELLED,3,28,2011,4,26,2012
A05582,Bush,Married,M,89366,Industrials,80211,48,Gold,2,9000,ANNUAL,CANCELLED,3,24,2011,4,23,2012
A06583,Huff,Single,M,36247,Consumer Staples,80211,23,Platinum,0,15000,MONTHLY,CANCELLED,3,14,2012,5,29,2012
A06354,Powell,Married,M,80166,Financials,80211,60,Bronze,3,5000,SEMI-ANNUAL,CANCELLED,2,13,2012,10,12,2012
A00098,Kennedy,Single,M,93953,Financials,80237,24,Platinum,0,15000,MONTHLY,CANCELLED,12,24,2007,4,22,2008
A01066,Colon,Married,M,67142,Materials,80237,38,Platinum,3,15000,SEMI-ANNUAL,CANCELLED,12,23,2008,8,22,2010
A02436,Carpenter,Married,F,117087,Utilities,80237,62,Bronze,1,5000,SEMI-ANNUAL,CANCELLED,12,10,2009,8,9,2010
A07636,Shelton,Married,M,65535,Industrials,80237,34,Silver,1,7000,QUARTERLY,CANCELLED,12,7,2012,10,6,2013
A05357,Porter,Married,M,67402,Consumer Discretionary,80211,29,Gold,3,9000,ANNUAL,CANCELLED,2,7,2011,4,7,2012
A02321,Lloyd,Single,M,100579,Consumer Staples,80237,21,Platinum,0,15000,SEMI-ANNUAL,CANCELLED,11,16,2009,7,13,2010
A05263,Bush,Married,M,67944,Real Estate,80211,36,Silver,1,7000,ANNUAL,CANCELLED,1,21,2011,3,21,2012
A02653,Grant,Married,M,74529,Health Care,80211,47,Bronze,1,5000,ANNUAL,CANCELLED,1,11,2010,3,11,2012
A00817,Roy,Married,F,90143,Consumer Staples,80237,28,Bronze,2,5000,MONTHLY,CANCELLED,9,26,2008,1,25,2009
A02588,Strickland,Single,F,51916,Industrials,80212,47,Gold,0,9000,ANNUAL,CANCELLED,12,31,2009,2,26,2012
A06211,Welch,Married,F,82226,Consumer Discretionary,80212,65,Gold,1,9000,MONTHLY,CANCELLED,12,30,2011,6,27,2012
A00781,Wright,Married,M,49984,Industrials,80237,46,Silver,1,7000,SEMI-ANNUAL,CANCELLED,9,18,2008,5,17,2009
A00036,Burgess,Single,M,67292,Health Care,80237,26,Bronze,0,5000,QUARTERLY,CANCELLED,9,17,2007,8,16,2008
A05107,Mathis,Single,M,101040,Unclassified,80212,50,Silver,0,7000,SEMI-ANNUAL,CANCELLED,12,20,2010,2,18,2012
A02059,Yates,Married,M,83123,Consumer Staples,80237,42,Platinum,1,15000,ANNUAL,CANCELLED,9,8,2009,11,7,2010
A02014,Logan,Married,M,99623,Health Care,80237,45,Platinum,2,15000,ANNUAL,CANCELLED,9,7,2009,11,2,2010
A00750,Cole,Married,M,102143,Utilities,80237,33,Gold,2,9000,MONTHLY,CANCELLED,9,4,2008,8,3,2009
A06053,King,Married,M,86860,Information Technology,80212,39,Platinum,2,15000,MONTHLY,CANCELLED,11,11,2011,11,10,2012
A06037,Holland,Married,M,82562,Industrials,80212,46,Gold,3,9000,MONTHLY,CANCELLED,10,31,2011,2,26,2012
A06002,Graves,Married,M,74537,Information Technology,80212,52,Bronze,1,5000,SEMI-ANNUAL,CANCELLED,9,30,2011,5,27,2012
A05988,Rivera,Married,M,106708,Health Care,80212,63,Silver,3,7000,ANNUAL,CANCELLED,9,30,2011,11,27,2012
A07313,Drake,Married,M,110013,Health Care,80212,47,Gold,2,9000,MONTHLY,CANCELLED,8,27,2012,12,24,2012
A07142,Bennett,Single,M,45415,Real Estate,80212,34,Platinum,0,15000,MONTHLY,CANCELLED,7,6,2012,9,21,2012
A06959,Bennett,Single,M,78011,Real Estate,80212,40,Bronze,0,5000,MONTHLY,CANCELLED,4,20,2012,9,18,2012
A02033,Castillo,Married,M,61559,Health Care,80237,37,Gold,3,9000,ANNUAL,CANCELLED,8,31,2009,10,27,2010
A05712,Gray,Married,M,38282,Information Technology,80212,60,Platinum,3,15000,ANNUAL,CANCELLED,4,18,2011,6,17,2012
A06744,Estrada,Married,M,65097,Telecommunication Services,80212,48,Gold,2,9000,MONTHLY,CANCELLED,3,26,2012,7,24,2012
A03469,Phillips,Married,F,56246,Telecommunication Services,80212,47,Platinum,2,15000,ANNUAL,CANCELLED,3,26,2010,5,25,2012
A05489,Price,Single,F,87393,Materials,80212,29,Silver,0,7000,ANNUAL,CANCELLED,3,11,2011,4,10,2012
A02957,Perez,Married,M,43466,Unclassified,80212,37,Gold,3,9000,ANNUAL,CANCELLED,2,16,2010,4,16,2012
A05362,Briggs,Married,M,87978,Energy,80212,41,Gold,3,9000,ANNUAL,CANCELLED,2,10,2011,4,10,2012
A00630,Stokes,Married,F,68104,Materials,80237,35,Silver,2,7000,SEMI-ANNUAL,CANCELLED,7,29,2008,3,29,2010
A07220,Caldwell,Married,M,96656,Financials,80237,38,Platinum,2,15000,SEMI-ANNUAL,CANCELLED,7,25,2012,3,26,2013
A05328,Boone,Married,M,84368,Consumer Discretionary,80212,48,Silver,1,7000,ANNUAL,CANCELLED,2,4,2011,4,4,2012
A01865,Bradley,Married,F,85447,Energy,80237,37,Bronze,1,5000,ANNUAL,CANCELLED,7,8,2009,9,6,2010
A01826,Fisher,Married,F,77839,Information Technology,80237,28,Bronze,1,5000,ANNUAL,CANCELLED,6,29,2009,8,27,2010
A07077,Arnold,Married,F,63467,Real Estate,80237,47,Platinum,3,15000,ANNUAL,CANCELLED,6,27,2012,8,26,2013
A01822,Mitchell,Married,F,109844,Real Estate,80237,47,Silver,3,7000,ANNUAL,CANCELLED,6,26,2009,8,27,2010
A01808,Warren,Single,M,64525,Materials,80237,24,Gold,0,9000,QUARTERLY,CANCELLED,6,25,2009,11,24,2009
A05192,Briggs,Married,F,83339,Industrials,80216,60,Bronze,3,5000,ANNUAL,CANCELLED,12,31,2010,2,26,2012
A04046,Jordan,Married,M,87644,Industrials,80237,36,Silver,1,7000,QUARTERLY,CANCELLED,6,14,2010,11,11,2010
A05094,Davis,Single,F,69796,Health Care,80216,46,Gold,0,9000,ANNUAL,CANCELLED,12,20,2010,1,16,2012
A05033,Sanchez,Married,F,84631,Information Technology,80216,36,Silver,2,7000,ANNUAL,CANCELLED,11,26,2010,1,25,2012
A04988,Wood,Married,M,43525,Financials,80216,46,Bronze,1,5000,ANNUAL,CANCELLED,11,19,2010,1,18,2012
A03936,Jimenez,Married,M,90009,Unclassified,80237,57,Silver,2,7000,MONTHLY,CANCELLED,5,24,2010,9,20,2010
A06992,Wells,Married,M,51926,Energy,80237,48,Bronze,3,5000,ANNUAL,CANCELLED,5,16,2012,7,15,2013
A07173,Gonzales,Married,M,70846,Real Estate,80216,37,Silver,1,7000,MONTHLY,CANCELLED,7,30,2012,11,27,2012
A03550,Sanders,Married,M,74228,Real Estate,80216,54,Silver,3,7000,ANNUAL,CANCELLED,4,13,2010,6,12,2012
A03833,Clarke,Married,M,90065,Health Care,80237,46,Gold,2,9000,QUARTERLY,CANCELLED,5,4,2010,10,3,2010
A06925,Wagner,Married,M,60444,Utilities,80237,46,Gold,1,9000,ANNUAL,CANCELLED,4,30,2012,6,27,2013
A03746,Reeves,Married,M,56869,Telecommunication Services,80237,74,Bronze,3,5000,SEMI-ANNUAL,CANCELLED,4,13,2010,12,12,2010
A05676,Allison,Single,M,86791,Health Care,80216,25,Gold,0,9000,ANNUAL,CANCELLED,3,31,2011,4,27,2012
A05650,Gibbs,Single,M,105147,Health Care,80216,34,Bronze,0,5000,ANNUAL,CANCELLED,3,31,2011,4,27,2012
A05563,Gordon,Married,M,109674,Financials,80237,49,Silver,2,7000,SEMI-ANNUAL,CANCELLED,3,31,2011,5,22,2013
A05696,Mendez,Married,M,84213,Utilities,80216,37,Bronze,3,5000,ANNUAL,CANCELLED,3,31,2011,4,27,2012
A06823,Vasquez,Married,M,117400,Unclassified,80216,37,Gold,2,9000,SEMI-ANNUAL,CANCELLED,3,30,2012,11,27,2012
A03581,Burke,Married,M,112802,Unclassified,80237,45,Gold,1,9000,MONTHLY,CANCELLED,3,31,2010,7,27,2010
A03400,Dennis,Single,M,108602,Energy,80216,22,Platinum,0,15000,ANNUAL,CANCELLED,3,25,2010,5,24,2012
A03106,Russell,Married,M,71197,Consumer Discretionary,80216,29,Bronze,2,5000,ANNUAL,CANCELLED,2,26,2010,4,26,2012
A00418,Hayes,Married,M,79538,Consumer Staples,80237,41,Bronze,2,5000,QUARTERLY,CANCELLED,3,31,2008,8,27,2008
A05423,Rodriquez,Married,F,100104,Utilities,80216,47,Silver,3,7000,ANNUAL,CANCELLED,2,22,2011,3,23,2012
A06914,King,Married,M,97502,Health Care,80237,41,Silver,3,7000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A05347,Hughes,Married,F,102654,Materials,80216,59,Silver,3,7000,ANNUAL,CANCELLED,2,18,2011,3,19,2012
A06943,Brooks,Married,M,99497,Health Care,80237,59,Bronze,1,5000,ANNUAL,CANCELLED,3,30,2012,5,27,2013
A02651,Vargas,Single,M,103386,Materials,80216,23,Gold,0,9000,ANNUAL,CANCELLED,1,7,2010,3,7,2012
A01492,Carlson,Married,M,47725,Information Technology,80237,42,Gold,1,9000,QUARTERLY,CANCELLED,3,30,2009,11,26,2009
A06729,Shaw,Single,M,51477,Energy,80237,23,Bronze,0,5000,ANNUAL,CANCELLED,3,26,2012,5,24,2013
A06177,Atkins,Married,M,61269,Industrials,80218,39,Bronze,3,5000,MONTHLY,CANCELLED,12,27,2011,4,27,2012
A00352,Ferguson,Single,M,98649,Consumer Discretionary,80237,41,Silver,0,7000,QUARTERLY,CANCELLED,3,26,2008,8,25,2008
A06717,Barnett,Married,F,93409,Consumer Discretionary,80237,52,Bronze,1,5000,ANNUAL,CANCELLED,3,22,2012,5,21,2013
A03326,Cross,Single,M,88888,Industrials,80237,29,Gold,0,9000,QUARTERLY,CANCELLED,3,19,2010,8,18,2010
A04989,Warren,Married,M,89381,Utilities,80218,51,Platinum,3,15000,ANNUAL,CANCELLED,11,26,2010,1,25,2012
A00309,Harris,Married,M,65660,Consumer Discretionary,80237,30,Silver,2,7000,QUARTERLY,CANCELLED,3,17,2008,11,16,2008
A01385,Morales,Married,M,48997,Financials,80237,39,Platinum,3,15000,QUARTERLY,CANCELLED,3,16,2009,8,15,2009
A05966,Brady,Married,F,115560,Consumer Discretionary,80218,56,Silver,2,7000,ANNUAL,CANCELLED,9,30,2011,10,28,2012
A05918,Peterson,Married,M,74045,Health Care,80218,66,Bronze,1,5000,MONTHLY,CANCELLED,9,12,2011,5,13,2012
A06411,Hopkins,Married,F,82356,Consumer Staples,80237,42,Platinum,2,15000,ANNUAL,CANCELLED,2,29,2012,4,29,2013
A06514,Munoz,Married,F,56170,Real Estate,80237,45,Silver,3,7000,ANNUAL,CANCELLED,2,29,2012,4,29,2013
A08172,Hamilton,Married,M,114233,Information Technology,80237,56,Silver,1,7000,SEMI-ANNUAL,CANCELLED,2,28,2013,10,27,2013
A05929,Cohen,Married,M,87120,Utilities,80218,38,Platinum,3,15000,ANNUAL,CANCELLED,9,7,2011,10,7,2012
A06477,Myers,Married,F,56585,Consumer Staples,80237,49,Silver,2,7000,ANNUAL,CANCELLED,2,27,2012,4,26,2013
A05615,Malone,Married,F,107600,Real Estate,80218,29,Silver,3,7000,ANNUAL,CANCELLED,3,31,2011,4,27,2012
A08192,Stewart,Married,M,67195,Energy,80237,42,Silver,1,7000,MONTHLY,CANCELLED,2,25,2013,6,9,2013
A05523,Luna,Married,F,59873,Financials,80218,49,Platinum,1,15000,ANNUAL,CANCELLED,3,31,2011,5,27,2012
A06452,Hughes,Married,M,39629,Consumer Discretionary,80237,34,Bronze,1,5000,ANNUAL,CANCELLED,2,23,2012,4,24,2013
A03260,Nichols,Married,M,70897,Health Care,80218,48,Bronze,1,5000,ANNUAL,CANCELLED,3,31,2010,5,27,2012
A05606,Herrera,Married,F,107892,Utilities,80218,46,Silver,1,7000,ANNUAL,CANCELLED,3,28,2011,5,27,2012
A08149,Hunter,Married,M,38115,Telecommunication Services,80237,43,Platinum,1,15000,MONTHLY,CANCELLED,2,19,2013,7,18,2013
A03007,Stewart,Single,M,96888,Financials,80237,28,Silver,0,7000,MONTHLY,CANCELLED,2,19,2010,6,18,2010
A01284,Francis,Married,M,47764,Materials,80237,50,Silver,3,7000,ANNUAL,CANCELLED,2,19,2009,4,20,2010
A03088,Gutierrez,Married,M,85371,Utilities,80218,76,Platinum,1,15000,QUARTERLY,CANCELLED,2,26,2010,7,25,2012
A05399,Keller,Married,F,92161,Consumer Staples,80218,53,Bronze,3,5000,ANNUAL,CANCELLED,2,18,2011,4,18,2012
A06363,Walters,Married,M,115341,Health Care,80237,38,Gold,2,9000,ANNUAL,CANCELLED,2,13,2012,4,14,2013
A06293,James,Married,M,47136,Unclassified,80218,48,Gold,2,9000,MONTHLY,CANCELLED,1,31,2012,5,13,2012
A06340,Benson,Married,M,119371,Information Technology,80237,37,Silver,2,7000,ANNUAL,CANCELLED,1,31,2012,3,29,2013
A02778,Valdez,Married,M,95280,Health Care,80218,46,Silver,3,7000,ANNUAL,CANCELLED,1,27,2010,3,27,2012
A05157,McKenzie,Married,M,57883,Consumer Discretionary,80219,40,Silver,1,7000,ANNUAL,CANCELLED,12,31,2010,2,26,2012
A07902,Chapman,Married,M,73853,Consumer Staples,80237,41,Bronze,3,5000,MONTHLY,CANCELLED,1,14,2013,5,13,2013
